year,sex,age,mu
2025,F,0,0.020000564484452577
2025,F,1,0.001845462232192209
2025,F,2,0.001845462232192209
2025,F,3,0.001845462232192209
2025,F,4,0.001845462232192209
2025,F,5,4.0357691206334293e-4
2025,F,6,4.0357691206334293e-4
2025,F,7,4.0357691206334293e-4
2025,F,8,4.0357691206334293e-4
2025,F,9,4.0357691206334293e-4
2025,F,10,4.5508736879535365e-4
2025,F,11,4.5508736879535365e-4
2025,F,12,4.5508736879535365e-4
2025,F,13,4.5508736879535365e-4
2025,F,14,4.5508736879535365e-4
2025,F,15,0.001013487560532558
2025,F,16,0.001013487560532558
2025,F,17,0.001013487560532558
2025,F,18,0.001013487560532558
2025,F,19,0.001013487560532558
2025,F,20,0.001722282401038036
2025,F,21,0.001722282401038036
2025,F,22,0.001722282401038036
2025,F,23,0.001722282401038036
2025,F,24,0.001722282401038036
2025,F,25,0.0028600607362642685
2025,F,26,0.0028600607362642685
2025,F,27,0.0028600607362642685
2025,F,28,0.0028600607362642685
2025,F,29,0.0028600607362642685
2025,F,30,0.004070996843436094
2025,F,31,0.004070996843436094
2025,F,32,0.004070996843436094
2025,F,33,0.004070996843436094
2025,F,34,0.004070996843436094
2025,F,35,0.005246695672907085
2025,F,36,0.005246695672907085
2025,F,37,0.005246695672907085
2025,F,38,0.005246695672907085
2025,F,39,0.005246695672907085
2025,F,40,0.006628530011840078
2025,F,41,0.006628530011840078
2025,F,42,0.006628530011840078
2025,F,43,0.006628530011840078
2025,F,44,0.006628530011840078
2025,F,45,0.007919161818593649
2025,F,46,0.007919161818593649
2025,F,47,0.007919161818593649
2025,F,48,0.007919161818593649
2025,F,49,0.007919161818593649
2025,F,50,0.009869885405550893
2025,F,51,0.009869885405550893
2025,F,52,0.009869885405550893
2025,F,53,0.009869885405550893
2025,F,54,0.009869885405550893
2025,F,55,0.01335686314282498
2025,F,56,0.01335686314282498
2025,F,57,0.01335686314282498
2025,F,58,0.01335686314282498
2025,F,59,0.01335686314282498
2025,F,60,0.017999252739714398
2025,F,61,0.017999252739714398
2025,F,62,0.017999252739714398
2025,F,63,0.017999252739714398
2025,F,64,0.017999252739714398
2025,F,65,0.02603415886744944
2025,F,66,0.02603415886744944
2025,F,67,0.02603415886744944
2025,F,68,0.02603415886744944
2025,F,69,0.02603415886744944
2025,F,70,0.036928650769600994
2025,F,71,0.036928650769600994
2025,F,72,0.036928650769600994
2025,F,73,0.036928650769600994
2025,F,74,0.036928650769600994
2025,F,75,0.05412494788834145
2025,F,76,0.05412494788834145
2025,F,77,0.05412494788834145
2025,F,78,0.05412494788834145
2025,F,79,0.05412494788834145
2025,F,80,0.07476377294588235
2025,F,81,0.07476377294588235
2025,F,82,0.07476377294588235
2025,F,83,0.07476377294588235
2025,F,84,0.07476377294588235
2025,F,85,0.1095594663656417
2025,F,86,0.1095594663656417
2025,F,87,0.1095594663656417
2025,F,88,0.1095594663656417
2025,F,89,0.1095594663656417
2025,F,90,0.15847758538603732
2025,F,91,0.15847758538603732
2025,F,92,0.15847758538603732
2025,F,93,0.15847758538603732
2025,F,94,0.15847758538603732
2025,F,95,0.22707237982242953
2025,F,96,0.22707237982242953
2025,F,97,0.22707237982242953
2025,F,98,0.22707237982242953
2025,F,99,0.22707237982242953
2025,F,100,0.22707237982242953
2025,M,0,0.025175007924293568
2025,M,1,0.0023338473670961074
2025,M,2,0.0023338473670961074
2025,M,3,0.0023338473670961074
2025,M,4,0.0023338473670961074
2025,M,5,5.885671794099328e-4
2025,M,6,5.885671794099328e-4
2025,M,7,5.885671794099328e-4
2025,M,8,5.885671794099328e-4
2025,M,9,5.885671794099328e-4
2025,M,10,6.465338900239574e-4
2025,M,11,6.465338900239574e-4
2025,M,12,6.465338900239574e-4
2025,M,13,6.465338900239574e-4
2025,M,14,6.465338900239574e-4
2025,M,15,0.0015384196960658166
2025,M,16,0.0015384196960658166
2025,M,17,0.0015384196960658166
2025,M,18,0.0015384196960658166
2025,M,19,0.0015384196960658166
2025,M,20,0.002970653123691766
2025,M,21,0.002970653123691766
2025,M,22,0.002970653123691766
2025,M,23,0.002970653123691766
2025,M,24,0.002970653123691766
2025,M,25,0.004467887495991635
2025,M,26,0.004467887495991635
2025,M,27,0.004467887495991635
2025,M,28,0.004467887495991635
2025,M,29,0.004467887495991635
2025,M,30,0.005905186356356781
2025,M,31,0.005905186356356781
2025,M,32,0.005905186356356781
2025,M,33,0.005905186356356781
2025,M,34,0.005905186356356781
2025,M,35,0.007546905215320232
2025,M,36,0.007546905215320232
2025,M,37,0.007546905215320232
2025,M,38,0.007546905215320232
2025,M,39,0.007546905215320232
2025,M,40,0.009715789995344018
2025,M,41,0.009715789995344018
2025,M,42,0.009715789995344018
2025,M,43,0.009715789995344018
2025,M,44,0.009715789995344018
2025,M,45,0.012992447511872698
2025,M,46,0.012992447511872698
2025,M,47,0.012992447511872698
2025,M,48,0.012992447511872698
2025,M,49,0.012992447511872698
2025,M,50,0.017521660113522092
2025,M,51,0.017521660113522092
2025,M,52,0.017521660113522092
2025,M,53,0.017521660113522092
2025,M,54,0.017521660113522092
2025,M,55,0.02378399509551815
2025,M,56,0.02378399509551815
2025,M,57,0.02378399509551815
2025,M,58,0.02378399509551815
2025,M,59,0.02378399509551815
2025,M,60,0.031990912295651645
2025,M,61,0.031990912295651645
2025,M,62,0.031990912295651645
2025,M,63,0.031990912295651645
2025,M,64,0.031990912295651645
2025,M,65,0.043765931410109184
2025,M,66,0.043765931410109184
2025,M,67,0.043765931410109184
2025,M,68,0.043765931410109184
2025,M,69,0.043765931410109184
2025,M,70,0.05714904054577578
2025,M,71,0.05714904054577578
2025,M,72,0.05714904054577578
2025,M,73,0.05714904054577578
2025,M,74,0.05714904054577578
2025,M,75,0.07676610550213014
2025,M,76,0.07676610550213014
2025,M,77,0.07676610550213014
2025,M,78,0.07676610550213014
2025,M,79,0.07676610550213014
2025,M,80,0.09522086574545653
2025,M,81,0.09522086574545653
2025,M,82,0.09522086574545653
2025,M,83,0.09522086574545653
2025,M,84,0.09522086574545653
2025,M,85,0.12943044291153433
2025,M,86,0.12943044291153433
2025,M,87,0.12943044291153433
2025,M,88,0.12943044291153433
2025,M,89,0.12943044291153433
2025,M,90,0.17063439988193793
2025,M,91,0.17063439988193793
2025,M,92,0.17063439988193793
2025,M,93,0.17063439988193793
2025,M,94,0.17063439988193793
2025,M,95,0.22425087131259822
2025,M,96,0.22425087131259822
2025,M,97,0.22425087131259822
2025,M,98,0.22425087131259822
2025,M,99,0.22425087131259822
2025,M,100,0.22425087131259822
2026,F,0,0.01953235042426432
2026,F,1,0.001802210342968977
2026,F,2,0.001802210342968977
2026,F,3,0.001802210342968977
2026,F,4,0.001802210342968977
2026,F,5,3.9423830441898626e-4
2026,F,6,3.9423830441898626e-4
2026,F,7,3.9423830441898626e-4
2026,F,8,3.9423830441898626e-4
2026,F,9,3.9423830441898626e-4
2026,F,10,4.447501403688632e-4
2026,F,11,4.447501403688632e-4
2026,F,12,4.447501403688632e-4
2026,F,13,4.447501403688632e-4
2026,F,14,4.447501403688632e-4
2026,F,15,9.909328203013957e-4
2026,F,16,9.909328203013957e-4
2026,F,17,9.909328203013957e-4
2026,F,18,9.909328203013957e-4
2026,F,19,9.909328203013957e-4
2026,F,20,0.001685197830506889
2026,F,21,0.001685197830506889
2026,F,22,0.001685197830506889
2026,F,23,0.001685197830506889
2026,F,24,0.001685197830506889
2026,F,25,0.0028020270435855188
2026,F,26,0.0028020270435855188
2026,F,27,0.0028020270435855188
2026,F,28,0.0028020270435855188
2026,F,29,0.0028020270435855188
2026,F,30,0.003995746480354718
2026,F,31,0.003995746480354718
2026,F,32,0.003995746480354718
2026,F,33,0.003995746480354718
2026,F,34,0.003995746480354718
2026,F,35,0.0051618011050258055
2026,F,36,0.0051618011050258055
2026,F,37,0.0051618011050258055
2026,F,38,0.0051618011050258055
2026,F,39,0.0051618011050258055
2026,F,40,0.006537808446971649
2026,F,41,0.006537808446971649
2026,F,42,0.006537808446971649
2026,F,43,0.006537808446971649
2026,F,44,0.006537808446971649
2026,F,45,0.007829770667051967
2026,F,46,0.007829770667051967
2026,F,47,0.007829770667051967
2026,F,48,0.007829770667051967
2026,F,49,0.007829770667051967
2026,F,50,0.009779162550009364
2026,F,51,0.009779162550009364
2026,F,52,0.009779162550009364
2026,F,53,0.009779162550009364
2026,F,54,0.009779162550009364
2026,F,55,0.01325589621251189
2026,F,56,0.01325589621251189
2026,F,57,0.01325589621251189
2026,F,58,0.01325589621251189
2026,F,59,0.01325589621251189
2026,F,60,0.01788468217573521
2026,F,61,0.01788468217573521
2026,F,62,0.01788468217573521
2026,F,63,0.01788468217573521
2026,F,64,0.01788468217573521
2026,F,65,0.025890955237078343
2026,F,66,0.025890955237078343
2026,F,67,0.025890955237078343
2026,F,68,0.025890955237078343
2026,F,69,0.025890955237078343
2026,F,70,0.036751241082064214
2026,F,71,0.036751241082064214
2026,F,72,0.036751241082064214
2026,F,73,0.036751241082064214
2026,F,74,0.036751241082064214
2026,F,75,0.053899874181240245
2026,F,76,0.053899874181240245
2026,F,77,0.053899874181240245
2026,F,78,0.053899874181240245
2026,F,79,0.053899874181240245
2026,F,80,0.07450039231938287
2026,F,81,0.07450039231938287
2026,F,82,0.07450039231938287
2026,F,83,0.07450039231938287
2026,F,84,0.07450039231938287
2026,F,85,0.109240462929771
2026,F,86,0.109240462929771
2026,F,87,0.109240462929771
2026,F,88,0.109240462929771
2026,F,89,0.109240462929771
2026,F,90,0.1581055199663917
2026,F,91,0.1581055199663917
2026,F,92,0.1581055199663917
2026,F,93,0.1581055199663917
2026,F,94,0.1581055199663917
2026,F,95,0.22668262684850687
2026,F,96,0.22668262684850687
2026,F,97,0.22668262684850687
2026,F,98,0.22668262684850687
2026,F,99,0.22668262684850687
2026,F,100,0.22668262684850687
2026,M,0,0.024711694272425613
2026,M,1,0.0022907884395921983
2026,M,2,0.0022907884395921983
2026,M,3,0.0022907884395921983
2026,M,4,0.0022907884395921983
2026,M,5,5.778499730996233e-4
2026,M,6,5.778499730996233e-4
2026,M,7,5.778499730996233e-4
2026,M,8,5.778499730996233e-4
2026,M,9,5.778499730996233e-4
2026,M,10,6.349849487688317e-4
2026,M,11,6.349849487688317e-4
2026,M,12,6.349849487688317e-4
2026,M,13,6.349849487688317e-4
2026,M,14,6.349849487688317e-4
2026,M,15,0.0015115334713546437
2026,M,16,0.0015115334713546437
2026,M,17,0.0015115334713546437
2026,M,18,0.0015115334713546437
2026,M,19,0.0015115334713546437
2026,M,20,0.0029204917679226073
2026,M,21,0.0029204917679226073
2026,M,22,0.0029204917679226073
2026,M,23,0.0029204917679226073
2026,M,24,0.0029204917679226073
2026,M,25,0.004396928191487645
2026,M,26,0.004396928191487645
2026,M,27,0.004396928191487645
2026,M,28,0.004396928191487645
2026,M,29,0.004396928191487645
2026,M,30,0.005820244549402201
2026,M,31,0.005820244549402201
2026,M,32,0.005820244549402201
2026,M,33,0.005820244549402201
2026,M,34,0.005820244549402201
2026,M,35,0.007452627371328999
2026,M,36,0.007452627371328999
2026,M,37,0.007452627371328999
2026,M,38,0.007452627371328999
2026,M,39,0.007452627371328999
2026,M,40,0.009614442791474965
2026,M,41,0.009614442791474965
2026,M,42,0.009614442791474965
2026,M,43,0.009614442791474965
2026,M,44,0.009614442791474965
2026,M,45,0.012882596470245542
2026,M,46,0.012882596470245542
2026,M,47,0.012882596470245542
2026,M,48,0.012882596470245542
2026,M,49,0.012882596470245542
2026,M,50,0.01740336558271539
2026,M,51,0.01740336558271539
2026,M,52,0.01740336558271539
2026,M,53,0.01740336558271539
2026,M,54,0.01740336558271539
2026,M,55,0.023655187922716526
2026,M,56,0.023655187922716526
2026,M,57,0.023655187922716526
2026,M,58,0.023655187922716526
2026,M,59,0.023655187922716526
2026,M,60,0.0318489367860476
2026,M,61,0.0318489367860476
2026,M,62,0.0318489367860476
2026,M,63,0.0318489367860476
2026,M,64,0.0318489367860476
2026,M,65,0.043602584605129294
2026,M,66,0.043602584605129294
2026,M,67,0.043602584605129294
2026,M,68,0.043602584605129294
2026,M,69,0.043602584605129294
2026,M,70,0.056968397861735166
2026,M,71,0.056968397861735166
2026,M,72,0.056968397861735166
2026,M,73,0.056968397861735166
2026,M,74,0.056968397861735166
2026,M,75,0.07656397555602121
2026,M,76,0.07656397555602121
2026,M,77,0.07656397555602121
2026,M,78,0.07656397555602121
2026,M,79,0.07656397555602121
2026,M,80,0.09501985239168362
2026,M,81,0.09501985239168362
2026,M,82,0.09501985239168362
2026,M,83,0.09501985239168362
2026,M,84,0.09501985239168362
2026,M,85,0.12922224033866805
2026,M,86,0.12922224033866805
2026,M,87,0.12922224033866805
2026,M,88,0.12922224033866805
2026,M,89,0.12922224033866805
2026,M,90,0.1704389789288296
2026,M,91,0.1704389789288296
2026,M,92,0.1704389789288296
2026,M,93,0.1704389789288296
2026,M,94,0.1704389789288296
2026,M,95,0.22411093841062796
2026,M,96,0.22411093841062796
2026,M,97,0.22411093841062796
2026,M,98,0.22411093841062796
2026,M,99,0.22411093841062796
2026,M,100,0.22411093841062796
2027,F,0,0.019051115551882478
2027,F,1,0.0017577700536654658
2027,F,2,0.0017577700536654658
2027,F,3,0.0017577700536654658
2027,F,4,0.0017577700536654658
2027,F,5,3.8464363982015893e-4
2027,F,6,3.8464363982015893e-4
2027,F,7,3.8464363982015893e-4
2027,F,8,3.8464363982015893e-4
2027,F,9,3.8464363982015893e-4
2027,F,10,4.341308332172344e-4
2027,F,11,4.341308332172344e-4
2027,F,12,4.341308332172344e-4
2027,F,13,4.341308332172344e-4
2027,F,14,4.341308332172344e-4
2027,F,15,9.677736926848767e-4
2027,F,16,9.677736926848767e-4
2027,F,17,9.677736926848767e-4
2027,F,18,9.677736926848767e-4
2027,F,19,9.677736926848767e-4
2027,F,20,0.0016471380779318734
2027,F,21,0.0016471380779318734
2027,F,22,0.0016471380779318734
2027,F,23,0.0016471380779318734
2027,F,24,0.0016471380779318734
2027,F,25,0.0027425340769550908
2027,F,26,0.0027425340769550908
2027,F,27,0.0027425340769550908
2027,F,28,0.0027425340769550908
2027,F,29,0.0027425340769550908
2027,F,30,0.003918780576127235
2027,F,31,0.003918780576127235
2027,F,32,0.003918780576127235
2027,F,33,0.003918780576127235
2027,F,34,0.003918780576127235
2027,F,35,0.005075336302434763
2027,F,36,0.005075336302434763
2027,F,37,0.005075336302434763
2027,F,38,0.005075336302434763
2027,F,39,0.005075336302434763
2027,F,40,0.006446076667688989
2027,F,41,0.006446076667688989
2027,F,42,0.006446076667688989
2027,F,43,0.006446076667688989
2027,F,44,0.006446076667688989
2027,F,45,0.007740394504494043
2027,F,46,0.007740394504494043
2027,F,47,0.007740394504494043
2027,F,48,0.007740394504494043
2027,F,49,0.007740394504494043
2027,F,50,0.009689889444008917
2027,F,51,0.009689889444008917
2027,F,52,0.009689889444008917
2027,F,53,0.009689889444008917
2027,F,54,0.009689889444008917
2027,F,55,0.013158496069847186
2027,F,56,0.013158496069847186
2027,F,57,0.013158496069847186
2027,F,58,0.013158496069847186
2027,F,59,0.013158496069847186
2027,F,60,0.01777657087684698
2027,F,61,0.01777657087684698
2027,F,62,0.01777657087684698
2027,F,63,0.01777657087684698
2027,F,64,0.01777657087684698
2027,F,65,0.02575888026659361
2027,F,66,0.02575888026659361
2027,F,67,0.02575888026659361
2027,F,68,0.02575888026659361
2027,F,69,0.02575888026659361
2027,F,70,0.03659170632387029
2027,F,71,0.03659170632387029
2027,F,72,0.03659170632387029
2027,F,73,0.03659170632387029
2027,F,74,0.03659170632387029
2027,F,75,0.05370389599991412
2027,F,76,0.05370389599991412
2027,F,77,0.05370389599991412
2027,F,78,0.05370389599991412
2027,F,79,0.05370389599991412
2027,F,80,0.07428122626489311
2027,F,81,0.07428122626489311
2027,F,82,0.07428122626489311
2027,F,83,0.07428122626489311
2027,F,84,0.07428122626489311
2027,F,85,0.1089920819070361
2027,F,86,0.1089920819070361
2027,F,87,0.1089920819070361
2027,F,88,0.1089920819070361
2027,F,89,0.1089920819070361
2027,F,90,0.15784369278602428
2027,F,91,0.15784369278602428
2027,F,92,0.15784369278602428
2027,F,93,0.15784369278602428
2027,F,94,0.15784369278602428
2027,F,95,0.2264643896822796
2027,F,96,0.2264643896822796
2027,F,97,0.2264643896822796
2027,F,98,0.2264643896822796
2027,F,99,0.2264643896822796
2027,F,100,0.2264643896822796
2027,M,0,0.024249394326099096
2027,M,1,0.0022478226947873063
2027,M,2,0.0022478226947873063
2027,M,3,0.0022478226947873063
2027,M,4,0.0022478226947873063
2027,M,5,5.671513921663514e-4
2027,M,6,5.671513921663514e-4
2027,M,7,5.671513921663514e-4
2027,M,8,5.671513921663514e-4
2027,M,9,5.671513921663514e-4
2027,M,10,6.234487118303375e-4
2027,M,11,6.234487118303375e-4
2027,M,12,6.234487118303375e-4
2027,M,13,6.234487118303375e-4
2027,M,14,6.234487118303375e-4
2027,M,15,0.001484656905208384
2027,M,16,0.001484656905208384
2027,M,17,0.001484656905208384
2027,M,18,0.001484656905208384
2027,M,19,0.001484656905208384
2027,M,20,0.0028702841514143666
2027,M,21,0.0028702841514143666
2027,M,22,0.0028702841514143666
2027,M,23,0.0028702841514143666
2027,M,24,0.0028702841514143666
2027,M,25,0.004325750850305679
2027,M,26,0.004325750850305679
2027,M,27,0.004325750850305679
2027,M,28,0.004325750850305679
2027,M,29,0.004325750850305679
2027,M,30,0.005734741930315659
2027,M,31,0.005734741930315659
2027,M,32,0.005734741930315659
2027,M,33,0.005734741930315659
2027,M,34,0.005734741930315659
2027,M,35,0.007357246501498138
2027,M,36,0.007357246501498138
2027,M,37,0.007357246501498138
2027,M,38,0.007357246501498138
2027,M,39,0.007357246501498138
2027,M,40,0.009511202609464014
2027,M,41,0.009511202609464014
2027,M,42,0.009511202609464014
2027,M,43,0.009511202609464014
2027,M,44,0.009511202609464014
2027,M,45,0.012769710244313495
2027,M,46,0.012769710244313495
2027,M,47,0.012769710244313495
2027,M,48,0.012769710244313495
2027,M,49,0.012769710244313495
2027,M,50,0.017280505202674303
2027,M,51,0.017280505202674303
2027,M,52,0.017280505202674303
2027,M,53,0.017280505202674303
2027,M,54,0.017280505202674303
2027,M,55,0.02351977552290333
2027,M,56,0.02351977552290333
2027,M,57,0.02351977552290333
2027,M,58,0.02351977552290333
2027,M,59,0.02351977552290333
2027,M,60,0.03169774176344605
2027,M,61,0.03169774176344605
2027,M,62,0.03169774176344605
2027,M,63,0.03169774176344605
2027,M,64,0.03169774176344605
2027,M,65,0.04342635416668807
2027,M,66,0.04342635416668807
2027,M,67,0.04342635416668807
2027,M,68,0.04342635416668807
2027,M,69,0.04342635416668807
2027,M,70,0.05677067957118368
2027,M,71,0.05677067957118368
2027,M,72,0.05677067957118368
2027,M,73,0.05677067957118368
2027,M,74,0.05677067957118368
2027,M,75,0.0763386384799705
2027,M,76,0.0763386384799705
2027,M,77,0.0763386384799705
2027,M,78,0.0763386384799705
2027,M,79,0.0763386384799705
2027,M,80,0.09478977148681725
2027,M,81,0.09478977148681725
2027,M,82,0.09478977148681725
2027,M,83,0.09478977148681725
2027,M,84,0.09478977148681725
2027,M,85,0.1289741915919338
2027,M,86,0.1289741915919338
2027,M,87,0.1289741915919338
2027,M,88,0.1289741915919338
2027,M,89,0.1289741915919338
2027,M,90,0.1701906513095995
2027,M,91,0.1701906513095995
2027,M,92,0.1701906513095995
2027,M,93,0.1701906513095995
2027,M,94,0.1701906513095995
2027,M,95,0.22390094676001512
2027,M,96,0.22390094676001512
2027,M,97,0.22390094676001512
2027,M,98,0.22390094676001512
2027,M,99,0.22390094676001512
2027,M,100,0.22390094676001512
2028,F,0,0.018584252416378986
2028,F,1,0.0017146617093299385
2028,F,2,0.0017146617093299385
2028,F,3,0.0017146617093299385
2028,F,4,0.0017146617093299385
2028,F,5,3.753339687594376e-4
2028,F,6,3.753339687594376e-4
2028,F,7,3.753339687594376e-4
2028,F,8,3.753339687594376e-4
2028,F,9,3.753339687594376e-4
2028,F,10,4.2382475150734317e-4
2028,F,11,4.2382475150734317e-4
2028,F,12,4.2382475150734317e-4
2028,F,13,4.2382475150734317e-4
2028,F,14,4.2382475150734317e-4
2028,F,15,9.45284391143548e-4
2028,F,16,9.45284391143548e-4
2028,F,17,9.45284391143548e-4
2028,F,18,9.45284391143548e-4
2028,F,19,9.45284391143548e-4
2028,F,20,0.0016101581644423987
2028,F,21,0.0016101581644423987
2028,F,22,0.0016101581644423987
2028,F,23,0.0016101581644423987
2028,F,24,0.0016101581644423987
2028,F,25,0.0026846743367107554
2028,F,26,0.0026846743367107554
2028,F,27,0.0026846743367107554
2028,F,28,0.0026846743367107554
2028,F,29,0.0026846743367107554
2028,F,30,0.0038438259927726912
2028,F,31,0.0038438259927726912
2028,F,32,0.0038438259927726912
2028,F,33,0.0038438259927726912
2028,F,34,0.0038438259927726912
2028,F,35,0.004991006553907001
2028,F,36,0.004991006553907001
2028,F,37,0.004991006553907001
2028,F,38,0.004991006553907001
2028,F,39,0.004991006553907001
2028,F,40,0.006356507261286696
2028,F,41,0.006356507261286696
2028,F,42,0.006356507261286696
2028,F,43,0.006356507261286696
2028,F,44,0.006356507261286696
2028,F,45,0.007653090551961683
2028,F,46,0.007653090551961683
2028,F,47,0.007653090551961683
2028,F,48,0.007653090551961683
2028,F,49,0.007653090551961683
2028,F,50,0.009602752429499902
2028,F,51,0.009602752429499902
2028,F,52,0.009602752429499902
2028,F,53,0.009602752429499902
2028,F,54,0.009602752429499902
2028,F,55,0.013063609244330115
2028,F,56,0.013063609244330115
2028,F,57,0.013063609244330115
2028,F,58,0.013063609244330115
2028,F,59,0.013063609244330115
2028,F,60,0.017671543853085267
2028,F,61,0.017671543853085267
2028,F,62,0.017671543853085267
2028,F,63,0.017671543853085267
2028,F,64,0.017671543853085267
2028,F,65,0.025631000554625867
2028,F,66,0.025631000554625867
2028,F,67,0.025631000554625867
2028,F,68,0.025631000554625867
2028,F,69,0.025631000554625867
2028,F,70,0.036437870706638176
2028,F,71,0.036437870706638176
2028,F,72,0.036437870706638176
2028,F,73,0.036437870706638176
2028,F,74,0.036437870706638176
2028,F,75,0.05351598427797446
2028,F,76,0.05351598427797446
2028,F,77,0.05351598427797446
2028,F,78,0.05351598427797446
2028,F,79,0.05351598427797446
2028,F,80,0.07407288663364797
2028,F,81,0.07407288663364797
2028,F,82,0.07407288663364797
2028,F,83,0.07407288663364797
2028,F,84,0.07407288663364797
2028,F,85,0.10875923213891396
2028,F,86,0.10875923213891396
2028,F,87,0.10875923213891396
2028,F,88,0.10875923213891396
2028,F,89,0.10875923213891396
2028,F,90,0.15760403878708795
2028,F,91,0.15760403878708795
2028,F,92,0.15760403878708795
2028,F,93,0.15760403878708795
2028,F,94,0.15760403878708795
2028,F,95,0.22627772231644494
2028,F,96,0.22627772231644494
2028,F,97,0.22627772231644494
2028,F,98,0.22627772231644494
2028,F,99,0.22627772231644494
2028,F,100,0.22627772231644494
2028,M,0,0.023822854189892072
2028,M,1,0.002208175932773666
2028,M,2,0.002208175932773666
2028,M,3,0.002208175932773666
2028,M,4,0.002208175932773666
2028,M,5,5.572716586656529e-4
2028,M,6,5.572716586656529e-4
2028,M,7,5.572716586656529e-4
2028,M,8,5.572716586656529e-4
2028,M,9,5.572716586656529e-4
2028,M,10,6.12779789667809e-4
2028,M,11,6.12779789667809e-4
2028,M,12,6.12779789667809e-4
2028,M,13,6.12779789667809e-4
2028,M,14,6.12779789667809e-4
2028,M,15,0.0014597582985462357
2028,M,16,0.0014597582985462357
2028,M,17,0.0014597582985462357
2028,M,18,0.0014597582985462357
2028,M,19,0.0014597582985462357
2028,M,20,0.0028236530674655706
2028,M,21,0.0028236530674655706
2028,M,22,0.0028236530674655706
2028,M,23,0.0028236530674655706
2028,M,24,0.0028236530674655706
2028,M,25,0.004259334565316592
2028,M,26,0.004259334565316592
2028,M,27,0.004259334565316592
2028,M,28,0.004259334565316592
2028,M,29,0.004259334565316592
2028,M,30,0.005654334809310253
2028,M,31,0.005654334809310253
2028,M,32,0.005654334809310253
